qid,question,answer
medquestions-500-0457,Is retinoblastoma inherited ?,"Researchers estimate that 40 percent of all retinoblastomas are germinal, which means that RB1 mutations occur in all of the body's cells, including reproductive cells (sperm or eggs). People with germinal retinoblastoma may have a family history of the disease, and they are at risk of passing on the mutated RB1 gene to the next generation. The other 60 percent of retinoblastomas are non-germinal, which means that RB1 mutations occur only in the eye and cannot be passed to the next generation.  In germinal retinoblastoma, mutations in the RB1 gene appear to be inherited in an autosomal dominant pattern. Autosomal dominant inheritance suggests that one copy of the altered gene in each cell is sufficient to increase cancer risk. A person with germinal retinoblastoma may inherit an altered copy of the gene from one parent, or the altered gene may be the result of a new mutation that occurs in an egg or sperm cell or just after fertilization. For retinoblastoma to develop, a mutation involving the other copy of the RB1 gene must occur in retinal cells during the person's lifetime. This second mutation usually occurs in childhood, typically leading to the development of retinoblastoma in both eyes.  In the non-germinal form of retinoblastoma, typically only one eye is affected and there is no family history of the disease. Affected individuals are born with two normal copies of the RB1 gene. Then, usually in early childhood, both copies of the RB1 gene in retinal cells acquire mutations or are lost. People with non-germinal retinoblastoma are not at risk of passing these RB1 mutations to their children. However, without genetic testing it can be difficult to tell whether a person with retinoblastoma in one eye has the germinal or the non-germinal form of the disease."
medquestions-500-0458,What are the symptoms of Limbic encephalitis ?,"What symptoms are associated with limbic encephalitis? Although the symptoms of the condition may vary from person to person, the cardinal sign of limbic encephalitis is severe impairment of short-term memory, with most patients having difficulties in recall.  A large variety of symptoms may be associated with limbic encephalitis such as anterograde amnesia (the inability to store new memories after the onset of the condition), anxiety, depression, irritability, personality change, acute confusional state, hallucinations and seizures.  Other possible symptoms may include obsessiveness, hyperthermia (increase in body temperature), weight change, hypersomnia, endocrine dysfunction, aphasia, and apraxia.  The symptoms associated with limbic encephalitis can develop over a few days, weeks, or months.  It is important to note the neurological symptoms generally precede diagnosis of the malignancy in 60%-75% of patients that have paraneoplastic limbic encephalitis."
medquestions-500-0459,What is (are) WaterhouseFriderichsen syndrome ?,"WaterhouseFriderichsen syndrome is adrenal gland failure due to bleeding into the adrenal gland. It is usually caused by severe meningococcal infection or other severe, bacterial infection. Symptoms include acute adrenal gland insufficiency, and profound shock. Most patients with this condition are children, although adults may rarely be affected. It is deadly if not treated immediately."
medquestions-500-0460,"What are the symptoms of Myelocytic leukemia-like syndrome, familial, chronic ?","What are the signs and symptoms of Myelocytic leukemia-like syndrome, familial, chronic? The Human Phenotype Ontology provides the following list of signs and symptoms for Myelocytic leukemia-like syndrome, familial, chronic. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Chronic myelogenous leukemia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
medquestions-500-0461,What are the genetic changes related to MYH9-related disorder ?,"MYH9-related disorder is caused by mutations in the MYH9 gene. The MYH9 gene provides instructions for making a protein called myosin-9. This protein is one part (subunit) of the myosin IIA protein.  There are three forms of myosin II, called myosin IIA, myosin IIB and myosin IIC. The three forms are found throughout the body and perform similar functions. They play roles in cell movement (cell motility); maintenance of cell shape; and cytokinesis, which is the step in cell division when the fluid surrounding the nucleus (the cytoplasm) divides to form two separate cells. While some cells use more than one type of myosin II, certain blood cells such as platelets and white blood cells (leukocytes) use only myosin IIA.  MYH9 gene mutations that cause MYH9-related disorder typically result in a nonfunctional version of the myosin-9 protein. The nonfunctional protein cannot properly interact with other subunits to form myosin IIA. Platelets and leukocytes, which only use myosin IIA, are most affected by a lack of functional myosin-9. It is thought that a lack of functional myosin IIA leads to the release of large, immature platelets in the bloodstream, resulting in a reduced amount of normal platelets. In leukocytes, the nonfunctional myosin-9 clumps together. These clumps of protein, called inclusion bodies, are a hallmark of MYH9-related disorder and are present in the leukocytes of everyone with this condition."
medquestions-500-0462,Is Miyoshi myopathy inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition."
medquestions-500-0463,What is the outlook for Complex Regional Pain Syndrome ?,"The prognosis for CRPS varies from person to person. Spontaneous remission from symptoms occurs in certain individuals. Others can have unremitting pain and crippling, irreversible changes in spite of treatment."
medquestions-500-0464,How many people are affected by rippling muscle disease ?,The prevalence of rippling muscle disease is unknown.
medquestions-500-0465,what research (or clinical trials) is being done for Skin Cancer ?,"Cancer prevention clinical trials are used to study ways to prevent cancer.
                    Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type of cancer. Other trials are done with healthy volunteers who are not known to have any risk factors for cancer.   The purpose of some cancer prevention clinical trials is to find out whether actions people take can prevent cancer. These may include eating fruits and vegetables, exercising, quitting smoking, or taking certain medicines, vitamins, minerals, or food supplements.
                
                
                    New ways to prevent skin cancer are being studied in clinical trials.
                    Clinical trials are taking place in many parts of the country. Information about clinical trials can be found in the Clinical Trials section of the NCI Web site. Check NCI's list of cancer clinical trials for nonmelanoma skin cancer prevention trials and melanoma prevention trials that are now accepting patients."
medquestions-500-0466,Is Turner syndrome inherited ?,"Is Turner syndrome inherited? Most cases of Turner syndrome are not inherited. Most commonly, Turner syndrome occurs due to a random event during the formation of an egg or sperm cell in a parent (prior to conception). For example, if an egg or sperm cell mistakenly loses a sex chromosome, and joins at conception with an egg or sperm containing an X chromosome, the resulting child will have a single X chromosome in each cell. Mosaic Turner syndrome, occurring when a person has some cells with one X chromosome and some cells with two sex chromosomes, is also not inherited. This also occurs due to a random event, during early fetal development rather than before conception. In rare cases, Turner syndrome may be caused by a missing piece (partial deletion) of the X chromosome. A deletion can be inherited from a parent. Genetic testing of an affected fetus or child can identify the type of Turner syndrome present and may help to estimate the risk of recurrence. People with questions about genetic testing or recurrence risks for Turner syndrome are encouraged to speak with a genetic counselor or other genetics professional."
medquestions-500-0467,What is (are) Leukoplakia ?,"Leukoplakia is a condition in which thickened, white patches form on the tongue, gums, inside of the cheek, or sometimes on the outer female genitals. Although the sores can vary in appearance, they are usually white or gray; thick; and slightly raised with a hard surface. The condition is thought to be caused by irritation, but the cause is not always known. Tobacco is considered to be the main cause of its development in the mouth. Most patches are benign, but a small percentage show early signs of cancer. Removing the source of irritation may cause the condition to go away, but surgery to remove the sore(s) may be necessary in some cases."
medquestions-500-0468,What is (are) congenital central hypoventilation syndrome ?,"Congenital central hypoventilation syndrome (CCHS) is a disorder that affects breathing. People with this disorder take shallow breaths (hypoventilate), especially during sleep, resulting in a shortage of oxygen and a buildup of carbon dioxide in the blood. Ordinarily, the part of the nervous system that controls involuntary body processes (autonomic nervous system) would react to such an imbalance by stimulating the individual to breathe more deeply or wake up. This reaction is impaired in people with CCHS, and they must be supported with a machine to help them breathe (mechanical ventilation) or a device that stimulates a normal breathing pattern (diaphragm pacemaker). Some affected individuals need this support 24 hours a day, while others need it only at night.  Symptoms of CCHS usually become apparent shortly after birth. Affected infants hypoventilate upon falling asleep and exhibit a bluish appearance of the skin or lips (cyanosis). Cyanosis is caused by lack of oxygen in the blood. In some milder cases, CCHS may be diagnosed later in life. In addition to the breathing problem, people with this disorder may have difficulty regulating their heart rate and blood pressure, for example in response to exercise or changes in body position. They may have abnormalities in the nerves that control the digestive tract (Hirschsprung disease), resulting in severe constipation, intestinal blockage, and enlargement of the colon. They are also at increased risk of developing certain tumors of the nervous system called neuroblastomas, ganglioneuromas, and ganglioneuroblastomas. Some affected individuals develop learning difficulties or other neurological problems, which may be worsened by oxygen deprivation if treatment to support their breathing is not completely effective.  Individuals with CCHS usually have eye abnormalities, including a decreased response of the pupils to light. They also have decreased perception of pain, low body temperature, and occasional episodes of profuse sweating.  People with CCHS, especially children, may have a characteristic appearance with a short, wide, somewhat flattened face often described as ""box-shaped."" Life expectancy and the extent of any cognitive disabilities depend on the severity of the disorder, timing of the diagnosis, and the success of treatment."
medquestions-500-0469,What is (are) What I need to know about Gestational Diabetes ?,"Your chances of getting gestational diabetes are higher if you
                
- are overweight  - have had gestational diabetes before  - have given birth to a baby weighing more than 9 pounds  - have a parent, brother, or sister with type 2 diabetes  - have prediabetes, meaning your blood glucose levels are higher than normal yet not high enough for a diagnosis of diabetes  - are African American, American Indian, Asian American, Hispanic/Latina, or Pacific Islander American  - have a hormonal disorder called polycystic ovary syndrome, also known as PCOS"
medquestions-500-0470,What is (are) Von Willebrand Disease ?,"Von Willebrand disease (VWD) is a bleeding disorder. It affects your blood's ability to clot. If your blood doesn't clot, you can have heavy, hard-to-stop bleeding after an injury. The bleeding can damage your internal organs. Rarely, the bleeding may even cause death.
                
In VWD, you either have low levels of a certain protein in your blood or the protein doesn't work well. The protein is called von Willebrand factor, and it helps your blood clot.
                
Normally, when one of your blood vessels is injured, you start to bleed. Small blood cell fragments called platelets (PLATE-lets) clump together to plug the hole in the blood vessel and stop the bleeding. Von Willebrand factor acts like glue to help the platelets stick together and form a blood clot.
                
Von Willebrand factor also carries clotting factor VIII (8), another important protein that helps your blood clot. Factor VIII is the protein that's missing or doesn't work well in people who have hemophilia, another bleeding disorder.
                
VWD is more common and usually milder than hemophilia. In fact, VWD is the most common inherited bleeding disorder. It occurs in about 1 out of every 100 to 1,000 people. VWD affects both males and females, while hemophilia mainly affects males.
                
Types of von Willebrand Disease
                
The three major types of VWD are called type 1, type 2, and type 3.
                
Type 1
                
People who have type 1 VWD have low levels of von Willebrand factor and may have low levels of factor VIII. Type 1 is the mildest and most common form of VWD. About 3 out of 4 people who have VWD have type 1.
                
Type 2
                
In type 2 VWD, the von Willebrand factor doesn't work well. Type 2 is divided into subtypes: 2A, 2B, 2M, and 2N. Different gene mutations (changes) cause each type, and each is treated differently. Thus, it's important to know the exact type of VWD that you have.
                
Type 3
                
People who have type 3 VWD usually have no von Willebrand factor and low levels of factor VIII. Type 3 is the most serious form of VWD, but it's very rare.
                
Overview
                
Most people who have VWD have type 1, a mild form. This type usually doesn't cause life-threatening bleeding. You may need treatment only if you have surgery, tooth extraction, or trauma. Treatment includes medicines and medical therapies.
                
Some people who have severe forms of VWD need emergency treatment to stop bleeding before it becomes life threatening.
                
Early diagnosis is important. With the proper treatment plan, even people who have type 3 VWD can live normal, active lives."
medquestions-500-0471,What to do for What I need to know about Gestational Diabetes ?,"Your health care team will help you make a healthy eating plan with food choices that are good for both you and your baby. These choices are good for you to follow throughout pregnancy and after, as you raise your family.
                
Using a healthy eating plan will help your blood glucose stay in your target range. The plan will help you know which foods to eat, how much to eat, and when to eat. Food choices, amounts, and timing are all important in keeping your blood glucose levels in your target range.
                
More information is provided in the NIDDK health topic, What I need to know about Eating and Diabetes.
                

                
Physical Activity
                
Physical activity can help you reach your blood glucose targets. Talk with your doctor about the type of activity that is best for you. If you are already active, tell your doctor what you do. Being physically active will also help lower your chances of having type 2 diabetesand its problemsin the future. Now is the time to develop good habits for you and your baby.
                
For more information about physical activity and pregnancy, visit www.womenshealth.gov/pregnancy.
                
Insulin Shots
                
If you have trouble meeting your blood glucose targets, you may need to take a medicine called insulin, along with following a healthy meal plan and being physically active. Your health care team will show you how to give yourself insulin shots. Insulin will not harm your baby."
medquestions-500-0472,How many people are affected by C3 glomerulopathy ?,"C3 glomerulopathy is very rare, affecting 1 to 2 per million people worldwide. It is equally common in men and women."
medquestions-500-0473,Do you have information about Pesticides,"Summary : Pests live where they are not wanted or cause harm to crops, people, or animals. Pesticides can help get rid of them. Pesticides are not just insect killers. They also include chemicals to control weeds, rodents, mildew, germs, and more. Many household products contain pesticides.    Pesticides can protect your health by killing germs, animals, or plants that could hurt you. However, they can also be harmful to people or pets. You might want to try non-chemical methods first. If you do need a pesticide, use it correctly. Be especially careful around children and pets. Proper disposal of pesticides is also important - it can help protect the environment.    Biologically-based pesticides are becoming more popular. They often are safer than traditional pesticides.    Environmental Protection Agency"
medquestions-500-0474,"What are the symptoms of Escobar syndrome, type B ?","What are the signs and symptoms of Escobar syndrome, type B? The Human Phenotype Ontology provides the following list of signs and symptoms for Escobar syndrome, type B. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Amniotic constriction ring 90% Finger syndactyly 90% Limitation of joint mobility 90% Pectus excavatum 90% Scoliosis 90% Symphalangism affecting the phalanges of the hand 90% Webbed neck 90% Abnormality of the foot 50% Aplasia/Hypoplasia of the abdominal wall musculature 50% Aplasia/Hypoplasia of the skin 50% Camptodactyly of finger 50% Epicanthus 50% Facial asymmetry 50% Hypertelorism 50% Intrauterine growth retardation 50% Long face 50% Low-set, posteriorly rotated ears 50% Microcephaly 50% Pointed chin 50% Popliteal pterygium 50% Ptosis 50% Respiratory insufficiency 50% Short stature 50% Telecanthus 50% Umbilical hernia 50% Vertebral segmentation defect 50% Abnormality of female external genitalia 7.5% Abnormality of the abdominal organs 7.5% Abnormality of the aortic valve 7.5% Abnormality of the ribs 7.5% Aortic dilatation 7.5% Aplasia/Hypoplasia of the lungs 7.5% Cleft palate 7.5% Cognitive impairment 7.5% Conductive hearing impairment 7.5% Cryptorchidism 7.5% Dolichocephaly 7.5% Gait disturbance 7.5% Hypoplasia of penis 7.5% Long philtrum 7.5% Low posterior hairline 7.5% Scrotal hypoplasia 7.5% Skeletal muscle atrophy 7.5% Spina bifida occulta 7.5% Strabismus 7.5% Abnormality of the neck - Absence of labia majora - Antecubital pterygium - Anterior clefting of vertebral bodies - Arachnodactyly - Autosomal recessive inheritance - Axillary pterygia - Bilateral camptodactyly - Camptodactyly of toe - Congenital diaphragmatic hernia - Decreased fetal movement - Diaphragmatic eventration - Dislocated radial head - Downturned corners of mouth - Dysplastic patella - Exostosis of the external auditory canal - Fused cervical vertebrae - High palate - Hip dislocation - Hypoplastic nipples - Hypospadias - Inguinal hernia - Intercrural pterygium - Kyphosis - Long clavicles - Low-set ears - Narrow mouth - Neck pterygia - Neonatal respiratory distress - Patellar aplasia - Pulmonary hypoplasia - Rib fusion - Rocker bottom foot - Syndactyly - Talipes calcaneovalgus - Talipes equinovarus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
medquestions-500-0475,What are the symptoms of Microphthalmia syndromic 8 ?,"What are the signs and symptoms of Microphthalmia syndromic 8? The Human Phenotype Ontology provides the following list of signs and symptoms for Microphthalmia syndromic 8. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aplasia/Hypoplasia affecting the eye 90% Cognitive impairment 90% Mandibular prognathia 90% Median cleft lip 90% Microcephaly 90% Split foot 90% Cryptorchidism 50% Triphalangeal thumb 50% Visual impairment 50% Ventricular septal defect 7.5% Blepharophimosis - Cleft palate - Intellectual disability - Microcornea - Microphthalmia - Oral cleft - Premature skin wrinkling - Short palpebral fissure - Widely-spaced maxillary central incisors - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
medquestions-500-0476,What are the symptoms of Rh Incompatibility ?,"Rh incompatibility doesn't cause signs or symptoms in a pregnant woman. In a baby, the condition can lead to hemolytic anemia. Hemolytic anemia is a condition in which red blood cells are destroyed faster than the body can replace them.
                
Red blood cells contain hemoglobin (HEE-muh-glow-bin), an iron-rich protein that carries oxygen to the body. Without enough red blood cells and hemoglobin, the baby won't get enough oxygen.
                
Hemolytic anemia can cause mild to severe signs and symptoms in a newborn, such as jaundice and a buildup of fluid.
                
Jaundice is a yellowish color of the skin and whites of the eyes. When red blood cells die, they release hemoglobin into the blood. The hemoglobin is broken down into a compound called bilirubin. This compound gives the skin and eyes a yellowish color. High levels of bilirubin can lead to brain damage in the baby.
                
The buildup of fluid is a result of heart failure. Without enough hemoglobin-carrying red blood cells, the baby's heart has to work harder to move oxygen-rich blood through the body. This stress can lead to heart failure.
                
Heart failure can cause fluid to build up in many parts of the body. When this occurs in a fetus or newborn, the condition is called hydrops fetalis (HI-drops fe-TAL-is).
                
Severe hemolytic anemia can be fatal to a newborn at the time of birth or shortly after."
medquestions-500-0477,Is 1q21.1 microdeletion inherited ?,"1q21.1 microdeletion is inherited in an autosomal dominant pattern, which means that missing genetic material from one of the two copies of chromosome 1 in each cell is sufficient to increase the risk of delayed development, intellectual disability, and other signs and symptoms.  In at least half of cases, individuals with a 1q21.1 microdeletion inherit the chromosomal change from a parent. In general, parents who carry a 1q21.1 microdeletion have milder signs and symptoms than their children who inherit the deletion, even though the deletion is the same size. About one-quarter of these parents have no associated features.  A 1q21.1 microdeletion can also occur in people whose parents do not carry the chromosomal change. In this situation, the deletion occurs most often as a random event during the formation of reproductive cells (eggs or sperm) in a parent or in early embryonic development."
medquestions-500-0478,How many people are affected by childhood myocerebrohepatopathy spectrum ?,The prevalence of childhood myocerebrohepatopathy spectrum is unknown.
medquestions-500-0479,What is (are) Aicardi-Goutieres syndrome ?,"Aicardi-Goutieres syndrome is a disorder that mainly affects the brain, the immune system, and the skin.  Most newborns with Aicardi-Goutieres syndrome do not show any signs or symptoms of the disorder at birth. However, about 20 percent are born with a combination of features that include an enlarged liver and spleen (hepatosplenomegaly), elevated blood levels of liver enzymes, a decrease in blood platelets (thrombocytopenia), and abnormal neurological responses. While this combination of signs and symptoms is typically associated with the immune system's response to congenital viral infection, no actual infection is found in these infants. For this reason, Aicardi-Goutieres syndrome is sometimes referred to as a ""mimic of congenital infection.""  Within the first year of life most individuals with Aicardi-Goutieres syndrome experience an episode of severe brain dysfunction (encephalopathy), typically lasting for several months. During this phase of the disorder, affected babies are usually extremely irritable and do not feed well. They may develop intermittent fevers in the absence of infection (sterile pyrexias) and may have seizures. They stop developing new skills and begin losing skills they had already acquired (developmental regression). Growth of the brain and skull slows down, resulting in an abnormally small head size (microcephaly). In this phase of the disorder, white blood cells and molecules associated with inflammation can be detected in the cerebrospinal fluid, which is the fluid that surrounds the brain and spinal cord (central nervous system). These abnormal findings are consistent with inflammation and tissue damage in the central nervous system.  The encephalopathic phase of Aicardi-Goutieres syndrome leaves behind permanent neurological damage that is usually severe. Medical imaging reveals deterioration of white matter in the brain (leukodystrophy). White matter consists of nerve fibers covered by myelin, which is a substance that insulates and protects nerves. Affected individuals also have abnormal deposits of calcium (calcification) in the brain.  Most people with Aicardi-Goutieres syndrome have profound intellectual disability. They also have significant neuromuscular problems including muscle stiffness (spasticity); involuntary tensing of various muscles (dystonia), especially those in the arms; and weak muscle tone (hypotonia) in the trunk.  About 40 percent of people with Aicardi-Goutieres syndrome have painful, itchy skin lesions, usually on the fingers, toes, and ears. These puffy, red lesions, which are called chilblains, are caused by inflammation of small blood vessels. They may be brought on or made worse by exposure to cold. Vision problems, joint stiffness, and mouth ulcers may also occur in this disorder.  As a result of the severe neurological problems usually associated with Aicardi-Goutieres syndrome, most people with this disorder do not survive past childhood. However, some affected individuals who have later onset and milder neurological problems may live into adulthood."
medquestions-500-0480,What are the symptoms of Typhoid Fever ?,"Persons with typhoid fever usually have a sustained fever as high as 103° to 104° F (39° to 40° C). They may also feel weak, or have stomach pains, headache, or loss of appetite. In some cases, patients have a rash of flat, rose-colored spots. The only way to know for sure if an illness is typhoid fever is to have samples of stool or blood tested for the presence of Salmonella Typhi.

Typhoid fever’s danger doesn’t end when symptoms disappear: 

Even if your symptoms seem to go away, you may still be carrying Salmonella Typhi. If so, the illness could return, or you could pass the disease to other people. In fact, if you work at a job where you handle food or care for small children, you may be barred legally from going back to work until a doctor has determined that you no longer carry any typhoid bacteria.
                
If you are being treated for typhoid fever, it is important to do the following:
                
Keep taking the prescribed antibiotics for as long as the doctor has asked you to take them.
                
Wash your hands carefully with soap and water after using the bathroom, and do not prepare or serve food for other people. This will lower the chance that you will pass the infection on to someone else.
                
Have your doctor perform a series of stool cultures to ensure that no Salmonella Typhi bacteria remain in your body."
medquestions-500-0481,What are the treatments for Northern epilepsy ?,"These resources address the diagnosis or management of Northern epilepsy:  - Gene Review: Gene Review: Neuronal Ceroid-Lipofuscinoses  - Genetic Testing Registry: Ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care"
medquestions-500-0482,How to diagnose Branchiooculofacial syndrome ?,"How is branchiooculofacial syndrome (BOFS) diagnosed? BOFS can be diagnosed clinically based on the characteristic features of this condition. Genetic testing can also confirm the diagnosis. GeneTests lists the names of laboratories that are performing genetic testing for branchiooculofacial syndrome. To view the contact information for the clinical laboratories conducting testing, click here. To access the contact information for the research laboratories performing genetic testing, click here. Please note: Most of the laboratories listed through GeneTests do not accept direct contact from patients and their families; therefore, if you are interested in learning more, you will need to work with a health care provider or a genetics professional."
medquestions-500-0483,What are the symptoms of Spinocerebellar ataxia 12 ?,"What are the signs and symptoms of Spinocerebellar ataxia 12? The Human Phenotype Ontology provides the following list of signs and symptoms for Spinocerebellar ataxia 12. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of eye movement - Action tremor - Anxiety - Autosomal dominant inheritance - Axial dystonia - Cerebellar atrophy - Cerebral cortical atrophy - Delusions - Dementia - Depression - Dysarthria - Dysdiadochokinesis - Dysmetria - Facial myokymia - Head tremor - Hyperreflexia - Parkinsonism - Progressive cerebellar ataxia - Sensorimotor neuropathy - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
medquestions-500-0484,"What are the symptoms of Gonadal dysgenesis, XX type ?","What are the signs and symptoms of Gonadal dysgenesis, XX type? The Human Phenotype Ontology provides the following list of signs and symptoms for Gonadal dysgenesis, XX type. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Polycystic ovaries 90% Primary amenorrhea 90% Sensorineural hearing impairment 90% Cerebral cortical atrophy 50% Short stature 50% Aplasia/Hypoplasia of the cerebellum 7.5% Cognitive impairment 7.5% Decreased nerve conduction velocity 7.5% Hemiplegia/hemiparesis 7.5% Incoordination 7.5% Nystagmus 7.5% Oculomotor apraxia 7.5% Ophthalmoparesis 7.5% Peripheral neuropathy 7.5% Ptosis 7.5% Scoliosis 7.5% Secondary amenorrhea 7.5% Areflexia 5% Cerebellar atrophy 5% Dysarthria 5% Hyporeflexia 5% Motor delay 5% Sensorimotor neuropathy 5% Spastic diplegia 5% Autosomal recessive inheritance - Gait ataxia - Gonadal dysgenesis - High palate - Increased circulating gonadotropin level - Limited extraocular movements - Osteoporosis - Pes cavus - Phenotypic variability - Talipes equinovarus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
medquestions-500-0485,Is Joubert syndrome inherited ?,"Joubert syndrome typically has an autosomal recessive pattern of inheritance, which means both copies of a gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they usually do not show signs and symptoms of the condition.  Rare cases of Joubert syndrome are inherited in an X-linked recessive pattern. In these cases, the causative gene is located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females (who have two X chromosomes), a mutation would have to occur in both copies of the gene to cause the disorder. Because it is unlikely that females will have two altered copies of this gene, males are affected by X-linked recessive disorders much more frequently than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons."
medquestions-500-0486,What are the genetic changes related to spondylothoracic dysostosis ?,"The MESP2 gene provides instructions for a protein that plays a critical role in the development of vertebrae. Specifically, it is involved in separating vertebrae from one another during early development, a process called somite segmentation. Mutations in the MESP2 gene prevent the production of any protein or lead to the production of an abnormally short, nonfunctional protein. When the MESP2 protein is nonfunctional or absent, somite segmentation does not occur properly, which results in the malformation and fusion of the bones of the spine and ribs seen in spondylothoracic dysostosis."
medquestions-500-0487,What are the treatments for VLCAD deficiency ?,"How might VLCAD deficiency be treated? Management of VLCAD deficiency depends on many factors, including the form of the condition and the specific signs and symptoms present. For example, people affected by the severe forms of the condition are typically placed on a low-fat, high-carbohydrate diet with frequent meals. Supplemental calories may be provided through medium-chain triglycerides (MCT oil). If hospitalization is necessary for acute episodes of hypoglycemia and/or metabolic crisis, intravenous glucose may be administered as an energy source. Periods of rhabdomyolysis may be treated with hydration and alkalization of the urine (decreasing the amount of acid you take in) to protect kidney function and to prevent acute kidney failure. Affected people are generally advised to avoid fasting, dehydration, and a high-fat diet."
medquestions-500-0488,Is Friedreich ataxia inherited ?,"How is Friedreich ataxia inherited? Friedreich ataxia is inherited in an autosomal recessive manner. This means that to be affected, a person must have a mutation in both copies of the responsible gene in each cell. The parents of an affected person usually each carry one mutated copy of the gene and are referred to as carriers. Carriers typically do not show signs or symptoms of the condition. When two carriers of an autosomal recessive condition have children, each child has a 25% (1 in 4) risk to have the condition, a 50% (1 in 2) risk to be a carrier like each of the parents, and a 25% chance to not have the condition and not be a carrier."
medquestions-500-0489,How to prevent Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,"Researchers do not know how to prevent microscopic colitis. However, researchers do believe that people who follow the recommendations of their health care provider may be able to prevent relapses of microscopic colitis."
